"","ID","Y_chan","date","date_chan","channel","ExpDay","TempF","TempC","nitrogen_ugL","phosphorus_ugL","afdm_g_m2","TempK","Y","afdm_g_m2.la"
"3102","2016_b_29_b_51","2016_b_29",2016-07-23,"2016-07-23_b_29","29",51,"D",21.0915,0,25,NA,294.0915,"2016",18.3825454545455
"3103","2016_b_29_b_52","2016_b_29",2016-07-24,"2016-07-24_b_29","29",52,"D",20.9485,0,25,NA,293.9485,"2016",18.0883636363635
"3104","2016_b_29_b_53","2016_b_29",2016-07-25,"2016-07-25_b_29","29",53,"D",20.0905,0,25,NA,293.0905,"2016",17.7941818181816
"3105","2016_b_29_b_54","2016_b_29",2016-07-26,"2016-07-26_b_29","29",54,"D",21.139,0,25,17.4999999999996,294.139,"2016",17.4999999999996
"3106","2016_b_29_b_55","2016_b_29",2016-07-27,"2016-07-27_b_29","29",55,"D",20.615,0,25,8.55199999999996,293.615,"2016",8.55199999999996
"3107","2016_b_29_b_56","2016_b_29",2016-07-28,"2016-07-28_b_29","29",56,"D",19.948,0,25,NA,292.948,"2016",9.00693333333323
"3108","2016_b_29_b_57","2016_b_29",2016-07-29,"2016-07-29_b_29","29",57,"D",19.2345,0,25,NA,292.2345,"2016",9.4618666666665
"3109","2016_b_29_b_58","2016_b_29",2016-07-30,"2016-07-30_b_29","29",58,"D",19.044,0,25,NA,292.044,"2016",9.91679999999976
"3110","2016_b_29_b_59","2016_b_29",2016-07-31,"2016-07-31_b_29","29",59,"D",18.426,0,25,NA,291.426,"2016",10.371733333333
"3111","2016_b_29_b_60","2016_b_29",2016-08-01,"2016-08-01_b_29","29",60,"D",18.4735,0,25,10.8266666666663,291.4735,"2016",10.8266666666663
"3112","2016_b_29_b_61","2016_b_29",2016-08-02,"2016-08-02_b_29","29",61,"D",20.329,0,25,14.6266666666666,293.329,"2016",14.6266666666666
"3113","2016_b_3_b_1","2016_b_3",2016-06-03,"2016-06-03_b_3","3",1,"B",12.449,0,150,1e-05,285.449,"2016",1e-05
"3114","2016_b_3_b_2","2016_b_3",2016-06-04,"2016-06-04_b_3","3",2,"B",12.449,0,150,NA,285.449,"2016",0.0750094999999915
"3115","2016_b_3_b_3","2016_b_3",2016-06-05,"2016-06-05_b_3","3",3,"B",13.654,0,150,NA,286.654,"2016",0.150008999999983
"3116","2016_b_3_b_4","2016_b_3",2016-06-06,"2016-06-06_b_3","3",4,"B",15.9985,0,150,NA,288.9985,"2016",0.225008499999974
"3117","2016_b_3_b_5","2016_b_3",2016-06-07,"2016-06-07_b_3","3",5,"B",16.0935,0,150,NA,289.0935,"2016",0.300007999999966
"3118","2016_b_3_b_6","2016_b_3",2016-06-08,"2016-06-08_b_3","3",6,"B",13.75,0,150,NA,286.75,"2016",0.375007499999957
"3119","2016_b_3_b_7","2016_b_3",2016-06-09,"2016-06-09_b_3","3",7,"B",13.1245,0,150,NA,286.1245,"2016",0.450006999999949
"3120","2016_b_3_b_8","2016_b_3",2016-06-10,"2016-06-10_b_3","3",8,"B",12.594,0,150,NA,285.594,"2016",0.52500649999994
"3121","2016_b_3_b_9","2016_b_3",2016-06-11,"2016-06-11_b_3","3",9,"B",11.625,0,150,NA,284.625,"2016",0.600005999999932
"3122","2016_b_3_b_10","2016_b_3",2016-06-12,"2016-06-12_b_3","3",10,"B",12.2555,0,150,NA,285.2555,"2016",0.675005499999923
"3123","2016_b_3_b_11","2016_b_3",2016-06-13,"2016-06-13_b_3","3",11,"B",12.69,0,150,NA,285.69,"2016",0.750004999999915
"3124","2016_b_3_b_12","2016_b_3",2016-06-14,"2016-06-14_b_3","3",12,"B",12.207,0,150,NA,285.207,"2016",0.825004499999906
"3125","2016_b_3_b_13","2016_b_3",2016-06-15,"2016-06-15_b_3","3",13,"B",11.722,0,150,NA,284.722,"2016",0.900003999999898
"3126","2016_b_3_b_14","2016_b_3",2016-06-16,"2016-06-16_b_3","3",14,"B",10.748,0,150,NA,283.748,"2016",0.975003499999889
"3127","2016_b_3_b_15","2016_b_3",2016-06-17,"2016-06-17_b_3","3",15,"B",11.722,0,150,NA,284.722,"2016",1.05000299999988
"3128","2016_b_3_b_16","2016_b_3",2016-06-18,"2016-06-18_b_3","3",16,"B",11.139,0,150,NA,284.139,"2016",1.12500249999987
"3129","2016_b_3_b_17","2016_b_3",2016-06-19,"2016-06-19_b_3","3",17,"B",11.8675,0,150,NA,284.8675,"2016",1.20000199999986
"3130","2016_b_3_b_18","2016_b_3",2016-06-20,"2016-06-20_b_3","3",18,"B",11.819,0,150,NA,284.819,"2016",1.27500149999986
"3131","2016_b_3_b_19","2016_b_3",2016-06-21,"2016-06-21_b_3","3",19,"B",12.013,0,150,NA,285.013,"2016",1.35000099999985
"3132","2016_b_3_b_20","2016_b_3",2016-06-22,"2016-06-22_b_3","3",20,"B",13.413,0,150,NA,286.413,"2016",1.42500049999984
"3133","2016_b_3_b_21","2016_b_3",2016-06-23,"2016-06-23_b_3","3",21,"B",13.076,0,150,1.49999999999983,286.076,"2016",1.49999999999983
"3134","2016_b_3_b_22","2016_b_3",2016-06-24,"2016-06-24_b_3","3",22,"B",11.7705,0,150,NA,284.7705,"2016",1.83333333333325
"3135","2016_b_3_b_23","2016_b_3",2016-06-25,"2016-06-25_b_3","3",23,"B",12.11,0,150,NA,285.11,"2016",2.16666666666667
"3136","2016_b_3_b_24","2016_b_3",2016-06-26,"2016-06-26_b_3","3",24,"B",11.139,0,150,2.50000000000009,284.139,"2016",2.50000000000009
"3137","2016_b_3_b_25","2016_b_3",2016-06-27,"2016-06-27_b_3","3",25,"B",10.7485,0,150,NA,283.7485,"2016",2.46666666666684
"3138","2016_b_3_b_26","2016_b_3",2016-06-28,"2016-06-28_b_3","3",26,"B",11.3825,0,150,NA,284.3825,"2016",2.43333333333358
"3139","2016_b_3_b_27","2016_b_3",2016-06-29,"2016-06-29_b_3","3",27,"B",11.722,0,150,NA,284.722,"2016",2.40000000000033
"3140","2016_b_3_b_28","2016_b_3",2016-06-30,"2016-06-30_b_3","3",28,"B",12.0615,0,150,NA,285.0615,"2016",2.36666666666707
"3141","2016_b_3_b_29","2016_b_3",2016-07-01,"2016-07-01_b_3","3",29,"B",11.334,0,150,2.33333333333382,284.334,"2016",2.33333333333382
"3142","2016_b_3_b_30","2016_b_3",2016-07-02,"2016-07-02_b_3","3",30,"B",10.553,0,150,NA,283.553,"2016",2.00000000000028
"3143","2016_b_3_b_31","2016_b_3",2016-07-03,"2016-07-03_b_3","3",31,"B",11.722,0,150,NA,284.722,"2016",1.66666666666673
"3144","2016_b_3_b_32","2016_b_3",2016-07-04,"2016-07-04_b_3","3",32,"B",12.1585,0,150,1.33333333333319,285.1585,"2016",1.33333333333319
"3145","2016_b_3_b_33","2016_b_3",2016-07-05,"2016-07-05_b_3","3",33,"B",12.2555,0,150,NA,285.2555,"2016",2.05555555555545
"3146","2016_b_3_b_34","2016_b_3",2016-07-06,"2016-07-06_b_3","3",34,"B",13.269,0,150,NA,286.269,"2016",2.77777777777772
"3147","2016_b_3_b_35","2016_b_3",2016-07-07,"2016-07-07_b_3","3",35,"B",13.076,0,150,3.49999999999998,286.076,"2016",3.49999999999998
"3148","2016_b_3_b_36","2016_b_3",2016-07-08,"2016-07-08_b_3","3",36,"B",10.602,0,150,NA,283.602,"2016",3.04100000000003
"3149","2016_b_3_b_37","2016_b_3",2016-07-09,"2016-07-09_b_3","3",37,"B",11.041,0,150,NA,284.041,"2016",2.58200000000009
"3150","2016_b_3_b_38","2016_b_3",2016-07-10,"2016-07-10_b_3","3",38,"B",11.5765,0,150,NA,284.5765,"2016",2.12300000000014
"3151","2016_b_3_b_39","2016_b_3",2016-07-11,"2016-07-11_b_3","3",39,"B",12.449,0,150,1.66400000000019,285.449,"2016",1.66400000000019
"3152","2016_b_3_b_40","2016_b_3",2016-07-12,"2016-07-12_b_3","3",40,"B",12.5935,0,150,NA,285.5935,"2016",2.6525901639346
"3153","2016_b_3_b_41","2016_b_3",2016-07-13,"2016-07-13_b_3","3",41,"B",12.4005,0,150,NA,285.4005,"2016",3.64118032786901
"3154","2016_b_3_b_42","2016_b_3",2016-07-14,"2016-07-14_b_3","3",42,"B",10.944,0,150,NA,283.944,"2016",4.62977049180341
"3155","2016_b_3_b_43","2016_b_3",2016-07-15,"2016-07-15_b_3","3",43,"B",11.8675,0,150,5.61836065573782,284.8675,"2016",5.61836065573782
"3156","2016_b_3_b_44","2016_b_3",2016-07-16,"2016-07-16_b_3","3",44,"B",12.449,0,150,NA,285.449,"2016",5.4049096870344
"3157","2016_b_3_b_45","2016_b_3",2016-07-17,"2016-07-17_b_3","3",45,"B",12.449,0,150,NA,285.449,"2016",5.19145871833097
"3158","2016_b_3_b_46","2016_b_3",2016-07-18,"2016-07-18_b_3","3",46,"B",13.317,0,150,NA,286.317,"2016",4.97800774962755
"3159","2016_b_3_b_47","2016_b_3",2016-07-19,"2016-07-19_b_3","3",47,"B",13.702,0,150,NA,286.702,"2016",4.76455678092413
"3160","2016_b_3_b_48","2016_b_3",2016-07-20,"2016-07-20_b_3","3",48,"B",14.2775,0,150,NA,287.2775,"2016",4.5511058122207
"3161","2016_b_3_b_49","2016_b_3",2016-07-21,"2016-07-21_b_3","3",49,"B",13.558,0,150,NA,286.558,"2016",4.33765484351728
"3162","2016_b_3_b_50","2016_b_3",2016-07-22,"2016-07-22_b_3","3",50,"B",12.594,0,150,NA,285.594,"2016",4.12420387481385
"3163","2016_b_3_b_51","2016_b_3",2016-07-23,"2016-07-23_b_3","3",51,"B",13.317,0,150,NA,286.317,"2016",3.91075290611043
"3164","2016_b_3_b_52","2016_b_3",2016-07-24,"2016-07-24_b_3","3",52,"B",13.269,0,150,NA,286.269,"2016",3.69730193740701
"3165","2016_b_3_b_53","2016_b_3",2016-07-25,"2016-07-25_b_3","3",53,"B",13.269,0,150,NA,286.269,"2016",3.48385096870358
"3166","2016_b_3_b_54","2016_b_3",2016-07-26,"2016-07-26_b_3","3",54,"B",14.421,0,150,3.27040000000016,287.421,"2016",3.27040000000016
"3167","2016_b_3_b_55","2016_b_3",2016-07-27,"2016-07-27_b_3","3",55,"B",14.661,0,150,6.66666666666665,287.661,"2016",6.66666666666665
"3168","2016_b_3_b_56","2016_b_3",2016-07-28,"2016-07-28_b_3","3",56,"B",13.894,0,150,NA,286.894,"2016",6.0245333333333
"3169","2016_b_3_b_57","2016_b_3",2016-07-29,"2016-07-29_b_3","3",57,"B",13.173,0,150,NA,286.173,"2016",5.38239999999995
"3170","2016_b_3_b_58","2016_b_3",2016-07-30,"2016-07-30_b_3","3",58,"B",12.7385,0,150,NA,285.7385,"2016",4.7402666666666
"3171","2016_b_3_b_59","2016_b_3",2016-07-31,"2016-07-31_b_3","3",59,"B",12.4005,0,150,NA,285.4005,"2016",4.09813333333325
"3172","2016_b_3_b_60","2016_b_3",2016-08-01,"2016-08-01_b_3","3",60,"B",12.2555,0,150,3.4559999999999,285.2555,"2016",3.4559999999999
"3173","2016_b_3_b_61","2016_b_3",2016-08-02,"2016-08-02_b_3","3",61,"B",12.9315,0,150,3.07035897435899,285.9315,"2016",3.07035897435899
"3174","2016_b_30_b_1","2016_b_30",2016-06-03,"2016-06-03_b_30","30",1,"D",16.141,0,200,1e-05,289.141,"2016",1e-05
"3175","2016_b_30_b_2","2016_b_30",2016-06-04,"2016-06-04_b_30","30",2,"D",16.141,0,200,NA,289.141,"2016",0.118191318181825
"3176","2016_b_30_b_3","2016_b_30",2016-06-05,"2016-06-05_b_30","30",3,"D",16.332,0,200,NA,289.332,"2016",0.236372636363651
"3177","2016_b_30_b_4","2016_b_30",2016-06-06,"2016-06-06_b_30","30",4,"D",17.76,0,200,NA,290.76,"2016",0.354553954545476
"3178","2016_b_30_b_5","2016_b_30",2016-06-07,"2016-06-07_b_30","30",5,"D",17.9975,0,200,NA,290.9975,"2016",0.472735272727302
"3179","2016_b_30_b_6","2016_b_30",2016-06-08,"2016-06-08_b_30","30",6,"D",18.806,0,200,NA,291.806,"2016",0.590916590909127
"3180","2016_b_30_b_7","2016_b_30",2016-06-09,"2016-06-09_b_30","30",7,"D",19.6145,0,200,NA,292.6145,"2016",0.709097909090953
"3181","2016_b_30_b_8","2016_b_30",2016-06-10,"2016-06-10_b_30","30",8,"D",20.186,0,200,NA,293.186,"2016",0.827279227272778
"3182","2016_b_30_b_9","2016_b_30",2016-06-11,"2016-06-11_b_30","30",9,"D",19.092,0,200,NA,292.092,"2016",0.945460545454604
"3183","2016_b_30_b_10","2016_b_30",2016-06-12,"2016-06-12_b_30","30",10,"D",20.186,0,200,NA,293.186,"2016",1.06364186363643
"3184","2016_b_30_b_11","2016_b_30",2016-06-13,"2016-06-13_b_30","30",11,"D",20.901,0,200,NA,293.901,"2016",1.18182318181825
"3185","2016_b_30_b_12","2016_b_30",2016-06-14,"2016-06-14_b_30","30",12,"D",19.758,0,200,NA,292.758,"2016",1.30000450000008
"3186","2016_b_30_b_13","2016_b_30",2016-06-15,"2016-06-15_b_30","30",13,"D",18.901,0,200,NA,291.901,"2016",1.41818581818191
"3187","2016_b_30_b_14","2016_b_30",2016-06-16,"2016-06-16_b_30","30",14,"D",17.189,0,200,NA,290.189,"2016",1.53636713636373
"3188","2016_b_30_b_15","2016_b_30",2016-06-17,"2016-06-17_b_30","30",15,"D",18.616,0,200,NA,291.616,"2016",1.65454845454556
"3189","2016_b_30_b_16","2016_b_30",2016-06-18,"2016-06-18_b_30","30",16,"D",17.9025,0,200,NA,290.9025,"2016",1.77272977272738
"3190","2016_b_30_b_17","2016_b_30",2016-06-19,"2016-06-19_b_30","30",17,"D",17.665,0,200,NA,290.665,"2016",1.89091109090921
"3191","2016_b_30_b_18","2016_b_30",2016-06-20,"2016-06-20_b_30","30",18,"D",17.284,0,200,NA,290.284,"2016",2.00909240909103
"3192","2016_b_30_b_19","2016_b_30",2016-06-21,"2016-06-21_b_30","30",19,"D",17.76,0,200,NA,290.76,"2016",2.12727372727286
"3193","2016_b_30_b_20","2016_b_30",2016-06-22,"2016-06-22_b_30","30",20,"D",19.6625,0,200,NA,292.6625,"2016",2.24545504545468
"3194","2016_b_30_b_21","2016_b_30",2016-06-23,"2016-06-23_b_30","30",21,"D",20.329,0,200,2.36363636363651,293.329,"2016",2.36363636363651
"3195","2016_b_30_b_22","2016_b_30",2016-06-24,"2016-06-24_b_30","30",22,"D",18.7585,0,200,NA,291.7585,"2016",2.35353535353537
"3196","2016_b_30_b_23","2016_b_30",2016-06-25,"2016-06-25_b_30","30",23,"D",18.426,0,200,NA,291.426,"2016",2.34343434343422
"3197","2016_b_30_b_24","2016_b_30",2016-06-26,"2016-06-26_b_30","30",24,"D",16.713,0,200,2.33333333333308,289.713,"2016",2.33333333333308
"3198","2016_b_30_b_25","2016_b_30",2016-06-27,"2016-06-27_b_30","30",25,"D",17.8075,0,200,NA,290.8075,"2016",3.18095238095216
"3199","2016_b_30_b_26","2016_b_30",2016-06-28,"2016-06-28_b_30","30",26,"D",18.4735,0,200,NA,291.4735,"2016",4.02857142857124
"3200","2016_b_30_b_27","2016_b_30",2016-06-29,"2016-06-29_b_30","30",27,"D",19.1395,0,200,NA,292.1395,"2016",4.87619047619032
"3201","2016_b_30_b_28","2016_b_30",2016-06-30,"2016-06-30_b_30","30",28,"D",20.234,0,200,NA,293.234,"2016",5.7238095238094
"3202","2016_b_30_b_29","2016_b_30",2016-07-01,"2016-07-01_b_30","30",29,"D",19.5195,0,200,6.57142857142848,292.5195,"2016",6.57142857142848
"3203","2016_b_30_b_30","2016_b_30",2016-07-02,"2016-07-02_b_30","30",30,"D",18.188,0,200,NA,291.188,"2016",7.62095238095216
"3204","2016_b_30_b_31","2016_b_30",2016-07-03,"2016-07-03_b_30","30",31,"D",19.377,0,200,NA,292.377,"2016",8.67047619047585
"3205","2016_b_30_b_32","2016_b_30",2016-07-04,"2016-07-04_b_30","30",32,"D",20.6145,0,200,9.71999999999953,293.6145,"2016",9.71999999999953
"3206","2016_b_30_b_33","2016_b_30",2016-07-05,"2016-07-05_b_30","30",33,"D",20.805,0,200,NA,293.805,"2016",16.9790476190475
"3207","2016_b_30_b_34","2016_b_30",2016-07-06,"2016-07-06_b_30","30",34,"D",22.19,0,200,NA,295.19,"2016",24.2380952380954
"3208","2016_b_30_b_35","2016_b_30",2016-07-07,"2016-07-07_b_30","30",35,"D",21.8075,0,200,31.4971428571433,294.8075,"2016",31.4971428571433
"3209","2016_b_30_b_36","2016_b_30",2016-07-08,"2016-07-08_b_30","30",36,"D",18.711,0,200,NA,291.711,"2016",58.3428571428587
"3210","2016_b_30_b_37","2016_b_30",2016-07-09,"2016-07-09_b_30","30",37,"D",19.377,0,200,NA,292.377,"2016",85.1885714285741
"3211","2016_b_30_b_38","2016_b_30",2016-07-10,"2016-07-10_b_30","30",38,"D",19.4245,0,200,NA,292.4245,"2016",112.03428571429
"3212","2016_b_30_b_39","2016_b_30",2016-07-11,"2016-07-11_b_30","30",39,"D",19.758,0,200,138.880000000005,292.758,"2016",138.880000000005
"3213","2016_b_30_b_40","2016_b_30",2016-07-12,"2016-07-12_b_30","30",40,"D",20.4715,0,200,NA,293.4715,"2016",106.572000000004
"3214","2016_b_30_b_41","2016_b_30",2016-07-13,"2016-07-13_b_30","30",41,"D",20.853,0,200,NA,293.853,"2016",74.2640000000024
"3215","2016_b_30_b_42","2016_b_30",2016-07-14,"2016-07-14_b_30","30",42,"D",19.472,0,200,NA,292.472,"2016",41.9560000000011
"3216","2016_b_30_b_43","2016_b_30",2016-07-15,"2016-07-15_b_30","30",43,"D",19.1395,0,200,9.64799999999973,292.1395,"2016",9.64799999999973
"3217","2016_b_30_b_44","2016_b_30",2016-07-16,"2016-07-16_b_30","30",44,"D",20.234,0,200,NA,293.234,"2016",10.0966666666664
"3218","2016_b_30_b_45","2016_b_30",2016-07-17,"2016-07-17_b_30","30",45,"D",20.329,0,200,NA,293.329,"2016",10.5453333333332
"3219","2016_b_30_b_46","2016_b_30",2016-07-18,"2016-07-18_b_30","30",46,"D",21.7595,0,200,NA,294.7595,"2016",10.9939999999999
"3220","2016_b_30_b_47","2016_b_30",2016-07-19,"2016-07-19_b_30","30",47,"D",22.094,0,200,NA,295.094,"2016",11.4426666666666
"3221","2016_b_30_b_48","2016_b_30",2016-07-20,"2016-07-20_b_30","30",48,"D",22.812,0,200,NA,295.812,"2016",11.8913333333333
"3222","2016_b_30_b_49","2016_b_30",2016-07-21,"2016-07-21_b_30","30",49,"D",21.951,0,200,NA,294.951,"2016",12.34
"3223","2016_b_30_b_50","2016_b_30",2016-07-22,"2016-07-22_b_30","30",50,"D",20.901,0,200,NA,293.901,"2016",12.7886666666667
"3224","2016_b_30_b_51","2016_b_30",2016-07-23,"2016-07-23_b_30","30",51,"D",20.901,0,200,NA,293.901,"2016",13.2373333333335
"3225","2016_b_30_b_52","2016_b_30",2016-07-24,"2016-07-24_b_30","30",52,"D",20.901,0,200,NA,293.901,"2016",13.6860000000002
"3226","2016_b_30_b_53","2016_b_30",2016-07-25,"2016-07-25_b_30","30",53,"D",20.71,0,200,NA,293.71,"2016",14.1346666666669
"3227","2016_b_30_b_54","2016_b_30",2016-07-26,"2016-07-26_b_30","30",54,"D",21.4255,0,200,14.5833333333336,294.4255,"2016",14.5833333333336
"3228","2016_b_30_b_55","2016_b_30",2016-07-27,"2016-07-27_b_30","30",55,"D",20.71,0,200,10.9799999999998,293.71,"2016",10.9799999999998
"3229","2016_b_30_b_56","2016_b_30",2016-07-28,"2016-07-28_b_30","30",56,"D",19.853,0,200,NA,292.853,"2016",10.1039999999999
"3230","2016_b_30_b_57","2016_b_30",2016-07-29,"2016-07-29_b_30","30",57,"D",19.187,0,200,NA,292.187,"2016",9.22799999999997
"3231","2016_b_30_b_58","2016_b_30",2016-07-30,"2016-07-30_b_30","30",58,"D",18.6635,0,200,NA,291.6635,"2016",8.35200000000004
"3232","2016_b_30_b_59","2016_b_30",2016-07-31,"2016-07-31_b_30","30",59,"D",17.9025,0,200,NA,290.9025,"2016",7.4760000000001
"3233","2016_b_30_b_60","2016_b_30",2016-08-01,"2016-08-01_b_30","30",60,"D",18.4735,0,200,6.60000000000016,291.4735,"2016",6.60000000000016
"3234","2016_b_30_b_61","2016_b_30",2016-08-02,"2016-08-02_b_30","30",61,"D",20.424,0,200,14.5040000000003,293.424,"2016",14.5040000000003
"3235","2016_b_4_b_1","2016_b_4",2016-06-03,"2016-06-03_b_4","4",1,"C",15.664,0,25,1e-05,288.664,"2016",1e-05
"3236","2016_b_4_b_2","2016_b_4",2016-06-04,"2016-06-04_b_4","4",2,"C",15.664,0,25,NA,288.664,"2016",0.0833428333333425
"3237","2016_b_4_b_3","2016_b_4",2016-06-05,"2016-06-05_b_4","4",3,"C",14.996,0,25,NA,287.996,"2016",0.166675666666685
"3238","2016_b_4_b_4","2016_b_4",2016-06-06,"2016-06-06_b_4","4",4,"C",16.4275,0,25,NA,289.4275,"2016",0.250008500000027
"3239","2016_b_4_b_5","2016_b_4",2016-06-07,"2016-06-07_b_4","4",5,"C",16.5225,0,25,NA,289.5225,"2016",0.33334133333337
"3240","2016_b_4_b_6","2016_b_4",2016-06-08,"2016-06-08_b_4","4",6,"C",17.665,0,25,NA,290.665,"2016",0.416674166666712
"3241","2016_b_4_b_7","2016_b_4",2016-06-09,"2016-06-09_b_4","4",7,"C",17.379,0,25,NA,290.379,"2016",0.500007000000055
"3242","2016_b_4_b_8","2016_b_4",2016-06-10,"2016-06-10_b_4","4",8,"C",16.713,0,25,NA,289.713,"2016",0.583339833333397
"3243","2016_b_4_b_9","2016_b_4",2016-06-11,"2016-06-11_b_4","4",9,"C",15.521,0,25,NA,288.521,"2016",0.66667266666674
"3244","2016_b_4_b_10","2016_b_4",2016-06-12,"2016-06-12_b_4","4",10,"C",16.189,0,25,NA,289.189,"2016",0.750005500000082
"3245","2016_b_4_b_11","2016_b_4",2016-06-13,"2016-06-13_b_4","4",11,"C",16.808,0,25,NA,289.808,"2016",0.833338333333425
"3246","2016_b_4_b_12","2016_b_4",2016-06-14,"2016-06-14_b_4","4",12,"C",15.76,0,25,NA,288.76,"2016",0.916671166666767
"3247","2016_b_4_b_13","2016_b_4",2016-06-15,"2016-06-15_b_4","4",13,"C",15.2345,0,25,NA,288.2345,"2016",1.00000400000011
"3248","2016_b_4_b_14","2016_b_4",2016-06-16,"2016-06-16_b_4","4",14,"C",14.517,0,25,NA,287.517,"2016",1.08333683333345
"3249","2016_b_4_b_15","2016_b_4",2016-06-17,"2016-06-17_b_4","4",15,"C",15.2345,0,25,NA,288.2345,"2016",1.16666966666679
"3250","2016_b_4_b_16","2016_b_4",2016-06-18,"2016-06-18_b_4","4",16,"C",14.613,0,25,NA,287.613,"2016",1.25000250000014
"3251","2016_b_4_b_17","2016_b_4",2016-06-19,"2016-06-19_b_4","4",17,"C",14.613,0,25,NA,287.613,"2016",1.33333533333348
"3252","2016_b_4_b_18","2016_b_4",2016-06-20,"2016-06-20_b_4","4",18,"C",14.517,0,25,NA,287.517,"2016",1.41666816666682
"3253","2016_b_4_b_19","2016_b_4",2016-06-21,"2016-06-21_b_4","4",19,"C",14.517,0,25,NA,287.517,"2016",1.50000100000016
"3254","2016_b_4_b_20","2016_b_4",2016-06-22,"2016-06-22_b_4","4",20,"C",16.237,0,25,NA,289.237,"2016",1.58333383333351
"3255","2016_b_4_b_21","2016_b_4",2016-06-23,"2016-06-23_b_4","4",21,"C",15.187,0,25,1.66666666666685,288.187,"2016",1.66666666666685
"3256","2016_b_4_b_22","2016_b_4",2016-06-24,"2016-06-24_b_4","4",22,"C",12.98,0,25,NA,285.98,"2016",1.61111111111118
"3257","2016_b_4_b_23","2016_b_4",2016-06-25,"2016-06-25_b_4","4",23,"C",14.182,0,25,NA,287.182,"2016",1.5555555555555
"3258","2016_b_4_b_24","2016_b_4",2016-06-26,"2016-06-26_b_4","4",24,"C",12.497,0,25,1.49999999999983,285.497,"2016",1.49999999999983
"3259","2016_b_4_b_25","2016_b_4",2016-06-27,"2016-06-27_b_4","4",25,"C",13.1725,0,25,NA,286.1725,"2016",1.6888888888888
"3260","2016_b_4_b_26","2016_b_4",2016-06-28,"2016-06-28_b_4","4",26,"C",13.894,0,25,NA,286.894,"2016",1.87777777777777
"3261","2016_b_4_b_27","2016_b_4",2016-06-29,"2016-06-29_b_4","4",27,"C",14.23,0,25,NA,287.23,"2016",2.06666666666673
"3262","2016_b_4_b_28","2016_b_4",2016-06-30,"2016-06-30_b_4","4",28,"C",14.709,0,25,NA,287.709,"2016",2.2555555555557
"3263","2016_b_4_b_29","2016_b_4",2016-07-01,"2016-07-01_b_4","4",29,"C",13.846,0,25,2.44444444444467,286.846,"2016",2.44444444444467
"3264","2016_b_4_b_30","2016_b_4",2016-07-02,"2016-07-02_b_4","4",30,"C",12.835,0,25,NA,285.835,"2016",2.46162962962981
"3265","2016_b_4_b_31","2016_b_4",2016-07-03,"2016-07-03_b_4","4",31,"C",14.517,0,25,NA,287.517,"2016",2.47881481481495
"3266","2016_b_4_b_32","2016_b_4",2016-07-04,"2016-07-04_b_4","4",32,"C",15.8555,0,25,2.49600000000009,288.8555,"2016",2.49600000000009
"3267","2016_b_4_b_33","2016_b_4",2016-07-05,"2016-07-05_b_4","4",33,"C",15.521,0,25,NA,288.521,"2016",4.69430303030303
"3268","2016_b_4_b_34","2016_b_4",2016-07-06,"2016-07-06_b_4","4",34,"C",16.523,0,25,NA,289.523,"2016",6.89260606060596
"3269","2016_b_4_b_35","2016_b_4",2016-07-07,"2016-07-07_b_4","4",35,"C",17.189,0,25,9.0909090909089,290.189,"2016",9.0909090909089
"3270","2016_b_4_b_36","2016_b_4",2016-07-08,"2016-07-08_b_4","4",36,"C",14.134,0,25,NA,287.134,"2016",9.60818181818177
"3271","2016_b_4_b_37","2016_b_4",2016-07-09,"2016-07-09_b_4","4",37,"C",14.565,0,25,NA,287.565,"2016",10.1254545454546
"3272","2016_b_4_b_38","2016_b_4",2016-07-10,"2016-07-10_b_4","4",38,"C",14.996,0,25,NA,287.996,"2016",10.6427272727275
"3273","2016_b_4_b_39","2016_b_4",2016-07-11,"2016-07-11_b_4","4",39,"C",16.046,0,25,11.1600000000004,289.046,"2016",11.1600000000004
"3274","2016_b_4_b_40","2016_b_4",2016-07-12,"2016-07-12_b_4","4",40,"C",16.284,0,25,NA,289.284,"2016",17.5460000000004
"3275","2016_b_4_b_41","2016_b_4",2016-07-13,"2016-07-13_b_4","4",41,"C",16.2845,0,25,NA,289.2845,"2016",23.9320000000004
"3276","2016_b_4_b_42","2016_b_4",2016-07-14,"2016-07-14_b_4","4",42,"C",14.565,0,25,NA,287.565,"2016",30.3180000000004
"3277","2016_b_4_b_43","2016_b_4",2016-07-15,"2016-07-15_b_4","4",43,"C",15.187,0,25,36.7040000000004,288.187,"2016",36.7040000000004
"3278","2016_b_4_b_44","2016_b_4",2016-07-16,"2016-07-16_b_4","4",44,"C",16.046,0,25,NA,289.046,"2016",34.5636363636368
"3279","2016_b_4_b_45","2016_b_4",2016-07-17,"2016-07-17_b_4","4",45,"C",15.9985,0,25,NA,288.9985,"2016",32.4232727272731
"3280","2016_b_4_b_46","2016_b_4",2016-07-18,"2016-07-18_b_4","4",46,"C",16.951,0,25,NA,289.951,"2016",30.2829090909095
"3281","2016_b_4_b_47","2016_b_4",2016-07-19,"2016-07-19_b_4","4",47,"C",17.427,0,25,NA,290.427,"2016",28.1425454545459
"3282","2016_b_4_b_48","2016_b_4",2016-07-20,"2016-07-20_b_4","4",48,"C",17.76,0,25,NA,290.76,"2016",26.0021818181822
"3283","2016_b_4_b_49","2016_b_4",2016-07-21,"2016-07-21_b_4","4",49,"C",17.0465,0,25,NA,290.0465,"2016",23.8618181818186
